3;1541000
4;1825000
5;1893000
6;2056000
7;2536000
8;3137000
9;3339000
10;3075000
11;2896000
12;3404000
13;3858000
14;3200000
15;3251000
16;3199000
17;2587000
18;2401000
19;2361000
20;2657000
21;2467000
22;2882000
23;3182000
24;2525000
25;2410000
26;2617000
27;1784000
28;2695000
29;2424000
30;2028000
31;2323000
32;1984000
33;2028000
34;2233000
35;2283000
36;2385000
37;2287000
38;3059000
39;2587000
40;2676000
41;1969000
42;1572000
43;2217000
44;2107000
45;2609000
46;1606000
47;1676000
48;999000
49;953000
50;1102000
51;987000
52;906000
53;901000
54;915000
55;1240000
56;1333000
57;1338000
58;1305000
59;1404000
60;1317000
61;1287000
62;1289000
63;1345000
64;1080000
65;1616000
66;841000
67;842000
68;855000
69;872000
70;885000
71;901000
72;905000
73;917000
74;931000
75;953000
76;968000
77;977000
78;987000
79;990000
80;1764000
81;1037000
82;1095000
83;1091000
84;1558000
85;1745000
86;1792000
87;1763000
88;1141000
89;1130000
90;1165000
91;1156000
92;1163000
93;1962000
94;1191000
95;1294000
96;1280000
97;1227000
98;1255000
99;1239000
100;1258000
101;1285000
102;1634000
103;1517000
104;1314000
105;3900000
106;1329000
107;1306000
108;1379000
109;1368000
110;1401000
111;1399000
112;1401000
113;1458000
114;1400000
115;2017000
116;1488000
117;1493000
118;1495000
119;1504000
120;1544000
121;1484000
122;1542000
123;1536000
124;2294000
125;2563000
126;2503000
127;2663000
128;2221000
129;1674000
130;1662000
131;1663000
132;1684000
133;2186000
134;1728000
135;1708000
136;1766000
137;1778000
138;1782000
139;1800000
140;1819000
141;2358000
142;1878000
143;1994000
144;1840000
145;1851000
146;1872000
147;1878000
148;1896000
149;2379000
150;1895000
151;1945000
152;1937000
153;1957000
154;2004000
155;1997000
156;2581000
157;2016000
158;2003000
159;2044000
160;2036000
161;2098000
162;2078000
163;2578000
164;2081000
165;2094000
166;2180000
167;2531000
168;2349000
169;2183000
170;3442000
171;3595000
172;3677000
173;2493000
174;2203000
175;2222000
176;2781000
177;2262000
178;2301000
179;2279000
180;2288000
181;2351000
182;2347000
183;2758000
184;2388000
185;2378000
186;2367000
187;2334000
188;2373000
189;3887000
190;3453000
191;3469000
192;2466000
193;2468000
194;3074000
195;2485000
196;2473000
197;2490000
198;2516000
199;2518000
200;3184000
201;2761000
202;2526000
203;2520000
204;2553000
205;2556000
206;3114000
207;2669000
208;2678000
209;2672000
210;2662000
211;3224000
212;2712000
213;2770000
214;2748000
215;2714000
216;3314000
217;2764000
218;2819000
219;2854000
220;2798000
221;3377000
222;2883000
223;2865000
224;2914000
225;2906000
226;3474000
227;3167000
228;3063000
229;3135000
230;3158000
231;3601000
232;2980000
233;3021000
234;1892000
235;1783000
236;2313000
237;1774000
238;1805000
239;1814000
240;2361000
241;1824000
242;1823000
243;1908000
244;2521000
245;2694000
246;2617000
247;1966000
