3;1149000
4;1353000
5;1642000
6;2038000
7;2447000
8;2735000
9;3108000
10;3125000
11;3057000
12;4529000
13;3704000
14;3216000
15;3215000
16;3070000
17;2463000
18;2268000
19;2409000
20;2478000
21;2472000
22;2482000
23;2265000
24;2164000
25;1929000
26;1615000
27;1776000
28;1738000
29;1887000
30;1828000
31;1933000
32;1948000
33;2032000
34;1955000
35;2036000
36;2085000
37;2201000
38;2267000
39;2258000
40;2420000
41;2479000
42;1805000
43;1589000
44;3026000
45;1282000
46;1064000
47;1159000
48;1057000
49;930000
50;1111000
51;955000
52;907000
53;922000
54;934000
55;944000
56;971000
57;1010000
58;980000
59;936000
60;942000
61;932000
62;855000
63;851000
64;887000
65;1581000
66;871000
67;864000
68;894000
69;903000
70;905000
71;918000
72;950000
73;957000
74;967000
75;1163000
76;1275000
77;1097000
78;1008000
79;1027000
80;1798000
81;1065000
82;1062000
83;1081000
84;1109000
85;1103000
86;1130000
87;1132000
88;1146000
89;1156000
90;1163000
91;1178000
92;1183000
93;1878000
94;1234000
95;1228000
96;1286000
97;1297000
98;1294000
99;1293000
100;1297000
101;1323000
102;1332000
103;1340000
104;1367000
105;4157000
106;1394000
107;1397000
108;1408000
109;1422000
110;1502000
111;1449000
112;1490000
113;1488000
114;1488000
115;2064000
116;1511000
117;1737000
118;1574000
119;1554000
120;1577000
121;1596000
122;1584000
123;1566000
124;2191000
125;1632000
126;1659000
127;1653000
128;1641000
129;1700000
130;1676000
131;1771000
132;1740000
133;2250000
134;1849000
135;1785000
136;1805000
137;1820000
138;1844000
139;1823000
140;1840000
141;2392000
142;1870000
143;1884000
144;1988000
145;1944000
146;1922000
147;1926000
148;1947000
149;2479000
150;1991000
151;2020000
152;2051000
153;2013000
154;2034000
155;2049000
156;2623000
157;2086000
158;2098000
159;2142000
160;2119000
161;2126000
162;2142000
163;2696000
164;2161000
165;2173000
166;2224000
167;2228000
168;2227000
169;2400000
170;2978000
171;2255000
172;2235000
173;2369000
174;2422000
175;2288000
